x,y,z
39.58307600924521,378.51367793845213,a
119.11377000136923,449.43495953447285,a
78.56255074408847,442.37270029613416,a
78.43547107904148,416.4783906668765,a
97.07494399697356,442.8277477042785,a
129.90547749773728,410.3164872735324,a
160.22342170066986,402.97584394142314,a
131.3312345883425,434.33434685804446,a
152.2517604333346,386.675533227406,a
112.9958818906398,391.5948994087148,a
171.96250490862644,356.2574599712283,a
166.48650719267832,351.3005323331455,a
152.87286748518372,347.18382158447014,a
139.31097858735504,400.02137682874155,a
186.47073124280857,383.9690971369499,a
121.2153350898952,368.26891151072454,a
107.97716546757141,385.3664284114786,a
104.40178902134053,342.8750808003536,a
132.2356100875651,336.733397465906,a
123.97741840078037,333.74724441634726,a
110.85614068567534,339.11902110173423,a
100.18392532088018,320.0585527883417,a
102.84958226667064,356.47454331993447,a
119.83137158035534,343.9118531900941,a
64.84959801802007,365.20696945854445,a
36.09089548623793,325.0168328210225,a
-34.91634490936907,376.79138175195726,a
79.01652735497564,307.9966004883835,a
50.16448133151812,341.3069244406648,a
49.227133519949696,330.0669946930153,a
9.04775621288724,403.48567877207745,a
42.29828791709,399.7534453990191,a
17.099560021210312,415.2282870771403,a
53.86953629360195,414.32475744911835,a
10.748539548524466,379.527780061028,a
22.50118858245392,449.67499550079094,a
65.8013790416963,410.7993813866426,a
46.82779834069262,444.1820046880852,a
62.420250201356026,465.2828598750187,a
67.50244621271133,420.93222117749156,a
69.4308307756616,485.646423860203,a
104.25491175621485,472.0758313857419,a
120.91763882167339,453.1711569089016,a
67.61689213695735,472.54974958197107,a
93.72656527600503,479.4981989234457,a
136.32690461053497,481.86762017315993,a
150.98719451134875,400.74056447960885,a
104.31344361352147,449.0676039987699,a
136.0109196464943,490.6463433841093,a
198.6318709876182,431.7030338458101,a
192.41509062510056,438.4332883032824,a
162.05091925061475,438.5413880539405,a
166.09652400684053,438.22898209171035,a
209.19625432334595,417.88346183016506,a
181.70161335881434,406.24136863953714,a
129.45898892942245,467.58548035956676,a
140.72254370409163,392.7236443231192,a
156.32403046477233,409.64458076598953,a
162.98953847543808,431.21220020639396,a
165.15011794340313,361.18749219253004,a
134.16515799824884,417.81521096351605,a
119.54349114640273,391.83015862635676,a
170.28802071793797,370.36475046406815,a
109.4860935328518,433.6365155892708,a
99.86393642289478,367.61199567223207,a
46.80773329118131,374.31045571166493,a
90.39232473665376,390.82618930942556,a
69.07483624625642,394.98588686184036,a
50.164048515190125,376.80897445149253,a
26.650817366530813,384.6959669209466,a
19.398581135007202,370.19651179086145,a
87.54861504629068,391.47504795752513,a
56.87338899864967,412.43699285064923,a
22.699660349946353,460.71742186140796,a
17.251699215496195,420.922770624196,a
74.22949318184703,477.10729223963193,a
88.07858485979573,472.68657774335657,a
106.47780135945675,485.29406676555504,a
158.52673581615147,486.55374776556255,a
110.43006352444262,482.83948791129836,a
136.4118571061317,550.2709151876193,a
174.69555064137208,440.95027883302555,a
176.33293796765105,440.90967012828787,a
149.55465189847848,498.3998539489956,a
